gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
ZFHX4,1171,152,3303,222,2544,919,2252,1259,1368,1837,1072,2376,3093,1469,450,2581,498,2370,1912,479,1732,1024,1388,1580,1888
ZFP1,2421,1074,1404,2403,1771,1785,1949,1817,1354,1395,1013,1050,2080,1706,1596,1733,1414,1446,1802,1016,922,764,1074,1338,1968
ZFP14,2530,2750,2250,4493,3094,2336,2631,3066,2018,1723,3756,3221,2757,2531,3226,3007,2456,2985,2408,3982,3005,2287,1596,3139,2950
ZFP2,2327,1726,1244,1359,1348,1298,821,778,968,685,631,850,787,1135,1073,689,679,1220,1173,963,1320,630,873,964,1973
ZFP28,3707,3089,2835,4137,3879,3009,2194,2253,2184,1779,2169,2683,2843,2365,3688,2790,3480,3177,2982,3897,4240,2035,2558,3034,3958
ZFP3,3264,3990,3134,8718,4395,3982,2532,3118,2912,2328,3667,4543,3058,2315,4012,3785,2798,2436,2216,2537,2895,2023,1470,3687,4113
ZFP30,2578,3254,2495,4533,3526,3173,2035,3088,2484,1960,3876,4134,2843,2696,3302,2773,2367,2733,2650,3383,3127,2915,1854,3226,4163
ZFP37,1454,995,1142,1683,1120,1207,718,633,864,753,279,946,1165,1258,737,1012,733,262,1268,1561,311,448,261,957,1608
ZFP41,2118,3054,2928,2945,3405,2243,1301,1978,3482,2141,3104,2716,2456,2285,2135,2174,1920,2371,2205,2001,2437,12328,2044,4550,1663
ZFP42,4,3,8,6,12,8,3,5,8,14,2,8,0,8,10,5,10,12,3,9,10,2,2,14,15
ZFP57,12,5,165,51,13,137,9,4,0,74,6,12,23,4,4,15,3,9,4,93,2,0,182,14,280
ZFP62,11382,10131,7758,12507,7982,7298,8673,6720,11149,7704,10731,12451,8915,8836,9030,8466,9786,8418,9127,9564,7534,14820,6272,8818,13038
ZFP64,3727,4292,3466,3443,3644,4855,4005,3518,2967,3678,4475,5640,4242,5018,3766,3895,2354,2584,4877,3383,3714,6249,2585,4279,4427
ZFP82,1538,1723,1731,2292,1919,1381,1035,1431,1068,980,2086,1984,1331,1393,1779,1300,1192,1492,1285,1763,1441,2031,1005,1739,1533
ZFP90,7154,4799,7561,9631,11348,6266,7019,6935,5746,6285,3861,4068,6824,7204,8110,7272,5013,6729,5423,7975,4928,4309,5198,5508,7836
ZFP92,21,2,39,3,37,10,107,28,5,4,5,17,52,14,23,45,38,24,17,40,20,2,14,77,86
ZFPM1,2886,2338,2739,3210,1707,2287,2249,1464,1935,4224,1789,2004,2404,2572,1765,2105,1450,1500,2106,1634,2267,1657,2120,1462,1421
ZFPM2,114,75,327,99,175,204,314,248,96,560,77,68,572,228,160,610,114,192,461,159,228,1367,217,390,604
ZFX,14039,17415,19748,9524,15027,21323,9673,9069,15607,4809,8428,15189,11566,8758,13208,12240,10249,12717,12331,14897,23806,38399,8695,10912,23287
ZFY,3304,1942,3224,5632,4688,4010,4538,5671,1923,3196,5005,5754,4871,3078,5840,4836,5923,4568,4873,5144,4929,2406,2970,4083,4001
ZGLP1,1442,1174,1498,912,802,407,310,200,887,646,188,420,416,418,519,306,475,959,252,791,890,1073,1009,443,414
ZGPAT,2479,1870,2197,2352,2002,1207,1249,1071,1478,935,1188,1417,1453,1019,1928,1629,2159,2244,1312,2439,2641,1674,2515,1630,1872
ZHX2,7667,7856,11236,4119,9069,9308,13959,10333,9083,9794,16508,11038,12415,10195,8379,14430,12810,7929,13124,8410,5460,10270,8316,15746,11068
ZHX3,7230,5246,9929,8215,7569,9406,13465,10257,10355,4856,10748,6799,10335,25910,9418,10093,9083,6127,10380,13155,4970,7395,5468,11097,10949
ZIC1,2,1,7,8,1,16,0,1,41,3,0,14,5,3,0,4,0,10,3652,6,2,2,0,20,5
ZIC2,1039,348,936,2577,1070,169,599,667,508,13,2315,9,307,684,50,1451,1286,438,117,1139,7,3488,1780,1145,72
ZIC3,1951,314,526,0,505,39,117,0,2,2,0,756,18,1,5,2,0,4,67,271,0,10,66,11,12
ZIC4,1,0,7,1,1,15,2,0,29,9,0,16,2,0,1,0,0,17,729,2,0,1,0,10,8
ZIC5,977,8,20,257,1537,89,341,71,2,5,3711,13,214,16,0,312,744,232,6,1307,0,923,316,924,12
ZIK1,2208,3385,432,153,2126,2806,1424,2626,940,374,2170,1447,1543,616,702,1977,1142,1184,2152,755,1432,970,398,553,3139
ZIM3,2,0,4,1,0,12,1,1,0,1,0,13,0,2,0,0,0,3,0,1,2,0,0,7,3
ZKSCAN1,24772,43295,25494,78696,89061,40019,39608,33882,69133,40855,47604,53454,57896,40343,81607,61359,62337,63530,48251,54250,52335,86224,53403,66636,66666
ZKSCAN2,1112,1660,2073,2507,1635,1829,1306,1479,1298,1858,4223,2406,2116,1449,1946,2203,1509,1909,1179,1330,1550,1822,1464,2296,1989
ZKSCAN3,2560,2468,1944,2033,2887,2251,1833,1327,2313,1435,2156,1280,1853,2051,2780,1803,1837,2307,1934,3503,2254,2807,1472,2570,3155
ZKSCAN4,1560,1356,1085,1128,1175,1537,1224,1137,1247,1047,1731,1458,1641,1204,1472,1184,844,909,1033,1506,976,1492,937,1174,1569
ZKSCAN5,3534,6376,4172,5127,4662,4129,3318,3395,4612,2283,4439,3389,4276,5317,3268,3520,4155,4046,3778,3724,4022,6425,3866,3634,4153
ZMAT1,11581,4506,16658,14245,23061,6522,6907,3076,9877,4754,5555,4420,7040,3603,20337,5565,11390,14919,5711,19324,25267,9996,18609,12272,15479
ZMAT4,94,0,72,4,80,102,178,27,64,912,2070,149,132,58,46,137,44,46,308,307,31,0,54,94,653
ZNF10,3961,4784,6466,6931,4662,2778,3304,2557,5195,3088,1165,2296,3137,2489,7437,3592,6409,8923,3115,10799,8894,8274,8373,6417,7889
ZNF100,2730,3102,1815,3683,3124,3446,2584,3361,3091,2083,3585,2303,3594,2095,3740,3622,3177,2182,2193,4954,3009,1864,1615,3787,4147
ZNF101,2367,1314,1441,2118,1937,1755,1541,2115,1694,1670,2563,1964,2437,1811,1539,2133,2068,2035,1360,1730,1564,1225,1608,1806,1684
ZNF107,2016,2467,2143,4820,6004,2639,2708,4218,2481,1375,3521,2598,4365,3147,3654,2740,4140,2727,4322,5203,3489,2464,2968,3932,4033
ZNF114,60,43,63,67,40,56,73,86,38,66,62,37,48,50,131,53,77,94,19,67,60,50,92,108,115
ZNF12,6240,10634,7115,9468,11155,7239,7627,7427,10325,5493,10517,10065,12072,5955,7461,9311,10645,8013,9430,8607,7807,6224,9361,7671,7891
ZNF121,9700,22105,7130,18188,6677,5528,5362,6657,11192,10797,4394,11011,4824,6488,8161,5895,10916,13688,8636,12862,10230,9767,14295,7751,10719
ZNF124,1018,1107,1289,2424,2216,1396,806,934,1289,973,1211,1891,1125,1467,1363,1204,1415,1520,783,1707,854,1501,814,1470,1567
ZNF131,8004,7396,6316,8662,7301,5331,6642,6340,9027,5778,7496,11560,9182,8071,6962,7383,8523,8501,7139,7150,5838,7104,5800,5968,7269
ZNF132,2301,2514,1069,1937,1283,1585,1078,2060,3009,1647,692,1826,1662,2015,2425,2216,1641,1423,1414,1445,1744,2371,1147,1540,1876
ZNF133,8206,8587,7235,8419,4387,4261,3846,2891,6012,5596,2948,4594,3336,2833,5954,3331,3679,4667,3058,6345,7071,4224,5843,4322,5768
ZNF134,4946,5004,4042,3897,4055,4510,5415,4952,3750,2380,5835,7191,5577,3835,4657,5706,4977,4214,4893,5022,2915,4432,2913,4025,5254
ZNF135,1982,5289,1343,2883,4900,3766,2367,1591,2310,1489,164,393,1725,2268,1136,2240,3261,3219,3282,2622,4290,2517,1925,1999,3560
ZNF136,1750,2491,2194,2862,3683,3399,2990,3125,2462,1999,3086,3080,4018,2277,3093,3271,3776,2065,2868,2619,3042,2803,2536,2997,3016
ZNF138,2931,3531,1974,4077,4709,3616,2413,3435,4652,2376,2003,2742,2840,2582,2197,2119,2387,2359,3414,3295,3043,2494,3799,2013,3706
ZNF14,2320,3328,2196,2988,2492,2905,2284,3000,2191,1683,3829,4178,3102,2973,2771,2941,2473,2415,2818,2594,2398,2654,2502,2870,2035
ZNF140,10293,8037,6900,10806,6635,6482,6926,6051,7384,8493,4440,9849,6574,6981,7192,6598,8679,9575,7891,8427,9132,13289,7351,6978,7060
ZNF141,2776,2358,2721,5361,3412,1611,1825,2428,2044,1409,2646,2656,2051,1533,2889,3075,3937,3442,1903,3691,3286,3043,2995,2706,2971
ZNF142,6326,8783,6145,10268,6279,5379,5183,6023,7066,4181,6360,8515,6937,5503,8151,6045,7492,7481,4771,7693,7359,8005,7612,7019,6874
ZNF143,3116,2966,2190,2686,3689,3723,3866,3511,2922,2523,3725,3850,3895,2423,2788,4622,3710,3183,4342,3625,3098,4431,2549,2937,3837
ZNF146,18902,23541,18842,33303,24233,22692,25844,25119,25559,20284,36718,39358,23728,23755,21629,26169,30385,24887,28057,23102,19509,30770,17335,23627,22646
ZNF148,7677,8002,8695,10405,11049,11432,13824,13163,9014,8314,14060,12859,14233,10072,10281,12801,11364,7986,15219,12582,9808,10511,8645,10733,22512
ZNF154,858,213,1260,707,1909,548,1545,760,449,229,275,174,1821,415,1059,1033,1636,1539,461,844,1054,479,897,1528,1862
ZNF155,701,1519,611,1371,1271,556,670,871,1190,361,131,1065,1116,752,1202,1074,1359,1092,670,956,598,1042,774,1060,1295
ZNF157,22,12,36,172,32,21,35,36,17,5,10,27,33,18,38,16,10,32,4,21,12,12,24,46,27
ZNF16,2647,4192,2657,3804,2510,2476,2695,2977,4061,4108,4583,3972,3442,2887,2607,2419,2253,2564,3619,2585,2629,6688,1951,3624,2165
ZNF160,6296,14840,8782,15863,13223,5925,6441,5677,7853,4296,8051,9588,8221,5273,8889,6597,8794,9438,4990,10692,10452,8477,10311,11645,10425
ZNF165,822,1213,470,1120,846,1186,506,361,2198,720,749,581,361,593,424,350,943,512,1178,452,721,638,801,447,572
ZNF169,1382,1171,871,1495,1180,719,384,561,1186,426,532,667,889,629,1561,852,1528,1278,395,1966,1298,1533,791,1366,1686
ZNF17,1927,1232,1192,1111,1484,1058,1175,1059,1157,856,1013,1318,1326,1151,1170,1288,1537,1441,1158,1649,1015,826,890,1315,1469
ZNF174,3718,4361,2700,3524,2895,3544,2883,2802,2605,2823,4437,3982,3122,2912,2761,2872,2163,2543,3079,3260,2505,3347,2133,2544,3405
ZNF175,1676,914,1952,2676,1543,1682,1800,2061,1233,1383,2475,1786,2374,1855,2955,2020,2388,2173,1481,2153,1879,1864,1620,2414,2468
ZNF18,3316,1700,3108,4422,3038,2678,1712,1581,3549,3668,2487,1818,2151,2278,2901,2443,1804,3980,1222,2144,4848,3070,2856,3820,3116
ZNF180,3559,3791,11877,3841,2557,3701,2449,3083,1638,1537,1390,3583,3010,2398,3602,2312,2855,3215,1883,2810,3122,16518,1643,4240,3112
ZNF181,3663,5634,3519,8331,3320,3464,3540,5431,3905,2647,5993,5043,3330,4455,4993,3993,5117,5358,4040,5642,4723,4935,3170,4085,3939
ZNF182,1950,870,2773,3729,1870,1474,1668,1819,1799,1391,2258,1314,1899,1639,3184,1605,2123,2972,1946,3134,3183,2943,2114,4060,3010
ZNF184,1920,1760,1748,5380,2441,2137,2896,2775,1891,2560,3119,2887,2795,2662,2098,2511,3460,3354,3543,2350,1724,1935,1908,2610,2040
ZNF189,7238,32648,6755,9554,7637,5308,7382,6678,11462,5809,11705,7065,6943,6673,9656,7489,15205,8776,9809,17663,9519,6325,6128,9060,4925
ZNF19,1013,422,1077,1607,1067,794,791,546,690,987,620,356,955,795,974,832,890,1178,406,964,793,518,792,662,858
ZNF195,6024,4803,6497,10612,6085,5447,4733,5233,7011,7015,6013,7818,4805,4765,6579,3802,6615,7684,6185,6543,6146,7799,7071,5924,6307
ZNF197,3895,2321,4334,6652,5502,4826,5879,5687,5171,3361,6576,5620,5964,3747,5028,5955,6442,5368,6943,4713,7417,4880,4084,4583,5522
ZNF200,1826,2408,1865,2361,2912,1908,1807,2491,2211,1719,3025,2861,2468,1998,2474,2515,3625,3170,2474,3451,1890,2135,2273,2232,2270
ZNF202,4982,3429,3654,5182,2841,2590,2888,2376,3238,3235,3365,4056,3156,2939,3902,3126,4914,4338,3117,4355,3900,5055,4621,3533,4246
ZNF205,4896,3274,3593,4136,3490,3172,2745,3310,3042,5573,6451,4230,2682,3915,2412,2663,2042,2690,2698,2310,4329,3556,3318,2552,3176
ZNF208,95,22,123,96,1086,154,574,237,49,32,45,29,243,130,90,380,226,1897,1422,183,212,1821,87,236,255
ZNF211,6019,2547,4185,4757,4327,3228,2316,3320,2967,1516,2045,4104,2663,2428,4132,2593,4053,5026,2354,5152,5472,3054,4350,3941,4703
ZNF212,3893,3558,4316,5232,5093,4517,4289,3194,7337,4710,4653,4528,5076,6081,3760,3655,2521,4207,4218,4115,4042,6136,5221,3883,3865
ZNF213,5084,6149,4124,5381,4759,6845,4159,5124,5200,5205,10474,6808,5522,6709,4941,4218,2782,4176,5113,3564,4564,6456,4643,4464,4856
ZNF214,1283,711,734,535,480,1016,927,399,687,751,1100,560,762,991,897,764,562,800,889,981,1114,1086,508,490,641
ZNF215,816,12,241,322,349,2239,245,246,543,606,427,37,281,359,121,214,190,392,271,434,806,592,89,218,756
ZNF217,18468,21422,19741,25626,38149,29827,29650,20328,30769,10167,27232,40355,25471,25660,20405,29130,31664,21430,26848,33275,20687,19370,26381,28581,36027
ZNF219,9128,4958,4836,6163,4642,3098,5726,4524,3789,3760,1105,8213,5948,3417,2469,5884,3633,2237,3241,3557,2948,3881,2473,4319,6407
ZNF22,4795,7367,1631,10446,3461,3621,6867,8024,8576,9858,12303,5510,5478,8445,2550,7544,5600,5716,4560,4483,6072,2694,3208,1893,5173
ZNF222,814,1084,682,1200,812,737,662,793,847,603,501,603,748,675,825,857,1389,1014,779,896,1036,832,660,946,770
ZNF225,1053,1288,938,1321,1391,1016,773,985,1074,537,680,633,1175,852,1826,1120,1424,1267,806,1575,1613,1111,1217,1812,1770
ZNF226,8212,9530,8138,8988,10560,5787,6168,5967,5594,3912,1856,5934,4920,4039,10573,6079,10923,12082,5130,11558,13466,6434,8800,7337,9595
ZNF227,9305,4315,3869,4132,4162,5001,4049,5659,4579,3433,2449,4428,3437,3474,4439,4143,6116,4761,3722,5421,4055,4043,3511,4389,4543
ZNF23,344,176,496,1288,714,206,238,266,384,161,120,116,245,272,824,411,771,857,100,1082,744,394,428,463,636
ZNF230,1237,1778,955,1465,1149,1090,1084,1243,895,949,703,1051,1320,1213,1375,1308,1509,1165,1122,1384,1418,1208,984,1351,1374
ZNF232,2921,1801,2124,3223,2720,2246,1730,2006,2612,2397,2302,2798,1330,1577,2072,2252,1381,1304,1223,2193,1673,1825,817,2175,2009
ZNF233,3112,2671,1806,1986,1797,2355,1394,2358,2529,973,53,1298,841,961,2419,1256,2057,2705,1272,3359,2317,1896,1949,2611,1473
ZNF235,3194,2609,1550,1292,2763,2151,1311,1615,2093,802,706,1430,1303,893,1984,1320,2387,2232,1202,2504,2024,2033,2006,2197,2343
ZNF236,4899,3276,3590,4898,5722,2463,3385,3763,5146,1885,4466,3035,4670,2714,5311,3859,4207,4166,2799,4857,6567,3605,4371,5687,10035
ZNF239,3549,5156,3854,3059,3137,2400,1614,1358,5393,1684,3421,1022,2539,1982,4499,2364,3178,4046,2358,2092,3466,2368,2435,2195,2190
ZNF24,21464,25514,19801,35835,25187,33657,30345,38774,37706,31136,39191,46433,32142,29010,36509,33296,32651,30120,29468,33561,24458,29598,19289,27588,26467
ZNF248,8072,8568,6680,10760,7804,4855,4572,4551,4488,2181,5498,3758,4528,3712,10724,5702,8131,8398,5176,12389,7793,5679,6294,6695,11266
ZNF25,4414,3713,3916,3591,5494,4496,5735,4848,2993,2230,3094,1408,4354,3954,5960,5279,3883,3755,5669,4102,4715,3856,2777,5046,8637
ZNF250,2800,3871,2936,4612,3399,2351,2922,2880,3068,2136,5127,3331,3477,2621,3471,3098,2768,3046,3490,3197,2302,8698,1653,4395,2898
ZNF251,6477,5142,5980,9315,7890,3609,4897,3902,4571,4999,9248,4791,5487,4597,7754,6347,5483,6911,5303,5969,7944,22002,4601,11561,7609
ZNF253,2902,4115,2841,5933,4510,4021,3053,4160,3576,2998,7110,6829,4049,3951,4187,3925,3148,3354,4304,3995,3419,3136,2428,3736,3814
ZNF254,3785,3253,4011,7548,9345,4955,5948,7429,4135,4233,8278,6487,6742,4173,6498,5659,5335,6070,5936,8875,4745,5700,3053,4062,5586
ZNF256,2001,1822,1328,1465,1447,1088,1179,1052,1587,1189,1128,1153,1258,1121,1160,1475,1348,1357,1370,1563,1152,1485,1273,1330,1559
ZNF257,396,9,71,30,634,355,390,504,41,62,64,32,193,139,240,478,148,349,451,776,86,500,242,298,136
ZNF26,5664,3689,4119,7882,3259,1976,2005,1924,6231,1964,1052,2881,1879,2144,3995,2087,4974,5682,2100,4480,4077,6190,4156,3810,4883
ZNF260,4568,6453,4567,8833,7620,5750,6866,6970,5493,3789,8738,10180,7574,5340,6426,6540,6503,6437,7411,6873,5596,7027,3804,5667,7117
ZNF263,9447,10222,11395,10294,10513,8238,9259,10144,10148,9050,15638,12805,10251,9081,11257,11418,13286,12266,9375,12947,12517,11952,10805,9415,8930
ZNF264,908,897,604,879,1709,1309,1572,1558,682,333,1558,1017,2087,870,1799,2031,2642,1195,1052,1665,830,608,696,1567,2097
ZNF266,13347,8622,13954,15611,14524,9445,6939,12251,14023,7356,5505,9782,11751,11514,13341,11029,8139,10811,5665,23999,11112,17558,20346,17513,21593
ZNF267,2159,1290,1415,1668,2719,2175,2355,3434,1603,2364,3956,1414,3249,1928,1822,3490,3669,2181,2308,2293,1904,1547,1711,2329,2086
ZNF268,3861,5387,4395,4908,4343,5231,4941,4609,4206,5225,3263,6703,5150,4820,4080,4888,4478,4795,5236,4179,3585,7128,4060,4575,4462
ZNF273,1218,939,1132,1535,2246,1032,1119,1342,777,878,1068,874,1626,1627,1098,1254,1521,1273,1328,1885,1383,983,1064,1422,1422
ZNF274,14539,11736,7067,7991,12531,7285,4806,6397,8554,4714,7657,4355,7219,4961,8411,8718,11911,14366,8063,9687,13487,12719,11083,10063,13135
ZNF275,6627,10599,9439,8275,6860,8291,10003,9710,12126,8669,14534,14636,10853,8605,12449,11488,9121,8476,7217,10427,9860,10087,9654,9228,19756
ZNF276,14273,6943,15521,21649,8063,3752,4202,3718,12441,6928,2335,4519,5633,5193,13312,6956,8023,12032,2557,8747,12713,7483,11505,6474,5114
ZNF277,4514,3267,5129,3885,4475,4314,4354,8265,11391,5171,6898,4858,5393,5638,4361,5134,6452,3749,8115,4234,3521,7905,5830,4301,4145
ZNF28,3181,3843,2918,4265,4666,4255,4433,4835,3065,2239,6353,4649,5660,4515,4434,5388,4832,3724,4479,4519,3598,4292,3342,4314,3271
ZNF280A,0,0,2,0,0,2,0,1,0,3,3,6,4,4,1,2,0,8,3,2,0,0,1,7,3
ZNF280C,924,709,1106,1795,1130,819,1095,900,1055,733,1192,1070,1312,788,1810,1178,1373,1243,649,1217,1452,1897,1081,1240,1647
ZNF280D,10384,9281,9139,11826,15605,9369,11360,10420,10680,11167,10660,10792,8926,8420,11988,10183,11820,9803,9230,11440,13542,7736,8171,11625,13007
ZNF281,2856,3237,2710,4849,3160,3292,2713,3923,4062,2795,6138,4748,4998,3455,4835,5414,6509,3167,4566,3725,2076,2469,2277,3535,3212
ZNF282,10439,9542,11232,10000,10342,10948,10431,10570,18895,10479,10598,15383,11912,12859,10117,9781,8212,10104,12706,9352,9356,12726,14553,8432,8508
ZNF283,1237,2039,741,1533,1574,1206,772,1130,969,541,578,1504,1236,707,2086,1198,1790,1727,613,1775,1114,1157,1114,1348,1423
ZNF284,928,1049,802,994,541,386,352,387,927,676,253,654,417,546,738,402,442,731,436,648,1094,943,720,766,926
ZNF286A,1855,1327,1817,2171,1390,1538,1066,1125,1171,1363,846,2445,962,818,1457,1149,973,1335,641,1947,1562,1214,649,1372,1366
ZNF287,1350,1443,1172,1778,1503,1622,1711,1571,1314,1257,2093,2020,1726,927,1852,1819,1275,1078,980,1941,1352,593,707,1463,1388
ZNF292,7716,12740,8191,9551,16487,9832,11700,12625,5412,4086,14594,12317,13917,4779,13921,14334,16475,12473,7384,14898,7308,5681,5544,9101,13742
ZNF296,608,203,563,556,509,172,154,177,242,345,228,299,402,328,268,142,140,443,498,231,266,384,269,378,208
ZNF3,7180,18690,9264,13900,11651,9627,9043,7056,23746,9521,10688,16113,9210,13358,8977,7526,9760,8762,10939,10261,6637,15597,10561,8614,10615
ZNF30,2534,6291,2457,56610,3303,4338,897,10250,3034,1426,4627,3317,1369,1658,4537,3035,2048,14731,1124,1642,2659,1490,2268,2644,2483
ZNF300,5638,3642,2245,8414,4347,1401,1224,1195,1880,1356,2156,867,1563,2110,2625,2304,3191,2962,1903,2218,951,3443,2600,3930,2833
ZNF302,11661,14276,9077,17557,12045,7781,5770,10623,8615,8335,16167,12912,9157,7648,12652,10308,13610,15647,9207,15027,15943,11912,10058,13995,12354
ZNF304,3081,6097,2737,4653,2962,3561,3658,4601,3642,2265,5275,6123,4893,3675,4250,3892,3932,4088,3512,3605,3039,3395,2265,3597,4351
ZNF311,1413,2690,1454,1583,1632,988,813,741,1061,1278,1587,636,1125,2234,2112,956,940,1342,793,703,1819,1206,1343,1491,1786
ZNF317,7023,6170,6624,9123,5388,5890,6510,6008,6979,5892,8427,8771,9130,6309,6769,7043,7732,7314,5794,7010,6270,6807,6713,6243,7362
ZNF318,6489,5229,6551,9388,9130,7095,7067,6749,6027,4355,7721,8585,8771,5211,9587,8679,8622,6185,5974,9662,6320,7569,5293,8871,17789
ZNF319,2858,2915,2904,2955,2082,2835,2751,2647,2106,2575,1923,2074,3081,2940,2343,2886,1848,1612,2008,1877,1539,1551,1696,2004,2582
ZNF32,14562,7931,10575,9083,10214,10789,8306,11078,10323,14385,11313,5703,7090,7924,7862,8670,5694,7801,6386,7170,7938,5238,4059,6414,6541
ZNF320,10993,18719,8500,17912,10280,6304,6761,5265,8278,4211,6389,9488,8029,6798,15797,7729,10486,12830,5874,12624,8795,14853,8012,12446,10402
ZNF324,3712,1956,2879,3270,2546,2148,2125,2439,2139,1844,1588,2998,2770,2115,2809,3022,5250,5705,2254,1763,2961,2736,2379,3128,2730
ZNF324B,1652,964,1330,1325,1082,1231,1152,1002,1330,848,838,1578,1434,1139,1438,1341,1597,1440,864,1051,1156,1079,926,1370,1267
ZNF326,8196,7446,9152,14639,10804,5726,7355,4684,8130,6042,7409,7665,6745,4140,13308,7038,12160,11115,8060,11449,9831,9491,6526,9819,11487
ZNF329,6855,5676,3457,3816,4692,5464,3338,4080,3864,3280,4763,3873,3762,3737,2707,4015,4114,4033,4515,3801,3769,5600,2656,3912,4122
ZNF331,5019,16444,6173,14040,12527,5686,10180,8180,6062,9954,5663,15467,7455,9432,7368,26406,8644,7815,7844,9818,9689,6455,11042,11625,7731
ZNF333,4896,2519,3786,4302,3664,1939,2950,2566,3304,2368,2696,2524,3471,2462,4527,3631,4926,4340,2056,6721,5476,3496,4194,5616,5598
ZNF334,1241,551,3850,1822,1825,2993,2751,1201,2571,830,2692,89,1808,340,6665,2355,3174,3074,2103,989,4640,4793,2760,2911,1639
ZNF335,10543,7997,9567,8029,8421,6309,7889,6237,6211,5331,4475,9987,8488,6891,9492,8193,9902,10640,7679,9887,13621,8437,11066,7942,8625
ZNF337,985,1198,1150,1584,1365,532,744,535,991,332,535,679,814,635,1554,702,1223,1348,402,1155,1519,1687,1184,1260,1313
ZNF33A,11922,12190,11327,21567,16581,13846,16673,21012,12613,14276,20517,14139,18002,13488,19582,18008,19201,19497,17482,16490,17173,16475,9680,19464,15096
ZNF34,1607,766,1350,1788,1097,930,1625,975,1377,1406,1836,676,1455,1003,785,1547,964,1052,1088,1228,1153,4668,1096,1840,1142
ZNF341,2062,2029,2240,2323,1538,1310,1335,1478,1472,1617,1226,1913,1749,1546,1898,1225,1101,2224,1594,1598,3230,1816,2636,1974,1829
ZNF343,3587,3980,3475,3680,2087,2518,2767,2177,3066,2604,2616,3816,2793,2439,3184,2620,2620,2129,2312,3099,3470,2465,2490,2993,3745
ZNF345,2267,3367,1816,3620,2608,1623,1196,1218,1517,1493,1283,1426,1558,1243,2589,1564,2060,2729,1036,3515,3179,2619,1705,2315,3743
ZNF346,7610,2869,3791,3798,2883,3020,2969,2985,3983,2878,3479,3367,3563,2971,3233,3568,2804,3049,2901,3060,2808,3873,2507,3177,3345
ZNF347,1475,2665,1358,2046,3433,1775,1816,1882,1309,813,2600,1840,2325,1624,2549,2570,2557,2041,1422,2650,1897,1694,1511,2560,2612
ZNF35,1822,1443,1887,1521,1698,1421,1623,1124,1089,778,1743,1920,1848,903,1583,1592,2312,1688,1930,1596,1607,883,1327,1127,1638
ZNF350,12694,13834,12310,27909,20047,20536,12690,13470,7659,13333,22164,28164,15338,11048,22835,14886,9060,16403,9345,24433,26435,21005,14577,22013,18827
ZNF354A,5461,1983,3203,5414,3440,2220,2868,3069,3077,2684,2925,3898,2978,2561,3441,2866,3074,3082,3237,3529,3874,4003,2871,2690,4188
ZNF354B,5778,3142,3431,4584,3869,2363,2857,3478,2564,1947,1740,3133,3034,1830,4914,3592,4684,4773,2489,4322,3840,2942,2980,2331,5761
ZNF354C,2313,868,1939,2831,2342,1891,1866,2356,1058,1119,1651,2158,2057,1638,2414,2377,2088,1394,1792,2128,1141,2231,768,1338,2918
ZNF358,21276,9574,16755,12601,8938,17642,11153,12742,10242,24607,17894,20421,10079,13331,6950,9245,4131,7621,13018,4960,11405,10508,8872,8432,7012
ZNF362,6740,4461,6456,4018,7233,5816,5237,5483,4125,4877,6229,5039,4408,4890,3836,4707,2353,3773,5991,3298,4894,4132,3368,5263,9561
ZNF365,717,22,1369,162,2025,606,1886,1501,332,163,326,152,1480,460,250,939,1707,1306,423,735,670,10,700,586,1431
ZNF366,167,77,170,70,299,294,426,567,62,121,419,50,618,211,309,340,392,304,155,150,111,15,71,421,551
ZNF367,1157,2749,504,2060,1890,712,619,548,1455,654,894,718,2557,1005,221,700,654,596,1633,800,758,1687,639,680,1233
ZNF37A,6669,5960,7655,11096,7073,6151,5800,11230,8819,7262,8612,5567,8571,5177,11190,9712,11806,9135,8276,8480,9447,10381,5754,8891,8559
ZNF382,864,1477,637,1422,1778,778,488,479,969,460,595,641,511,541,1053,703,1053,1107,362,1135,1482,988,850,960,1579
ZNF383,1122,917,849,1238,1194,1197,1251,1398,1151,1022,1132,900,1395,915,1246,1462,1274,1156,1079,1545,1565,1078,808,1248,1397
ZNF384,10225,10164,8061,13141,9274,15768,10451,6950,10201,9145,15015,13221,12217,11103,11941,9742,11547,6454,7179,11339,7672,11006,9765,10967,11482
ZNF385A,22660,2142,13394,8304,3603,10351,5444,10606,6911,7722,5311,2204,8638,7764,11166,8491,6817,10555,4693,5037,15828,4218,7990,9833,5339
ZNF385B,3785,9865,15098,2381,11912,24069,4022,28848,10612,382,831,15584,6064,25114,8050,12906,47143,15009,979,20247,832,5478,300,2344,5806
ZNF385D,476,7,758,175,1091,732,1873,1394,91,507,662,115,1337,525,280,1168,1042,380,990,487,814,16,453,760,878
ZNF391,1323,22,1113,2312,732,1162,1528,496,682,1546,1494,1788,1505,1357,1536,1307,872,1238,871,1344,805,1136,682,457,1012
ZNF394,4370,5962,4535,3608,5030,4534,5122,4224,5819,4756,4395,4457,4723,5111,3679,5676,4934,4929,4944,3914,4944,5282,7197,4321,3841
