gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
ETV6,9168,4983,6779,7495,11833,8127,8984,6878,5151,6477,11910,8217,11082,5245,5538,11486,11440,6133,7912,7171,4330,2042,5830,9678,7460
ETV7,553,9,193,458,619,762,596,946,272,802,632,56,897,370,112,830,2447,651,1123,276,349,135,422,290,312
EVX1,668,95,352,536,2063,277,1059,878,413,60,193,164,1305,216,125,2386,2388,2023,4641,435,687,116,996,669,2049
EVX2,74,3,73,3,52,9,430,36,9,18,7,6,186,60,15,446,24,74,18,53,37,1,9,265,35
FAM170A,43,9,41,115,90,8,5,5,31,8,9,5,7,18,16,14,155,126,5,13,49,1,23,80,64
FAM200B,7392,4079,6746,9552,5977,6834,5545,5634,5226,8331,7115,4487,4256,6005,5769,5515,4864,5461,5870,6689,6319,6898,4004,4988,6277
FBXL19,8921,4149,5201,7004,3689,4717,6214,5063,3913,4027,8970,10290,5223,5391,4748,5338,5637,5334,6669,6184,4391,5469,3769,5566,5014
FERD3L,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV,33,70,2142,1152,101,1920,1792,3445,455,12437,4067,7105,964,6680,1561,2268,368,2756,97,693,1954,6483,2872,750,248
FEZF1,66,65,82,94,377,18,21,2,28,3,4,8,8,194,8,12,9,13,8,113,14,74,98,2,11
FEZF2,0,1,3,0,0,2,1,0,0,2,0,22,0,1,0,0,0,2,0,4,0,0,1,9,2
FIGLA,18,3,21,1,2,12,5,3,1,1,0,3,2,3,0,0,3,6,1,3,4,3,7,14,9
FIZ1,5586,6475,6078,5982,4248,4211,3970,3282,3935,5529,4037,5441,4260,4684,3735,3816,3907,4008,3899,4169,3456,3748,3659,3370,3494
FLI1,2985,580,2493,801,3168,3210,3265,5152,870,3137,2307,606,3579,2957,1900,3399,2479,2235,2450,1404,2070,603,1762,2627,3590
FLYWCH1,21676,9720,8971,11789,9306,6616,12772,9206,5469,7611,9153,8665,11140,10318,11577,12351,5811,12118,7352,6573,5774,6491,11702,7489,14340
FOS,27770,39456,212453,97862,675173,18537,148282,74893,154535,109756,3231,2838,99352,112783,35041,175532,96234,100467,136164,51692,332527,18369,192338,548792,145483
FOSB,959,9856,36046,14714,198574,4018,18822,4280,53204,27870,414,270,12054,16844,2494,52256,8068,23336,25123,2983,99376,1294,99020,286562,19168
FOSL1,184,80,272,64,328,245,1588,205,74,2058,299,74,1167,308,37,1598,1614,1328,2588,271,140,34,542,247,115
FOSL2,11891,5209,12968,8048,40415,11037,43386,21806,15301,25362,17243,16157,32042,14983,11934,68454,58219,24500,26296,17084,17399,6315,22344,48577,24868
FOXA1,81661,285073,76651,172712,75725,133159,83975,76872,127264,133924,156754,146614,102509,124418,131745,114929,81337,128382,127451,129474,97767,146882,84929,101375,129320
FOXA2,27,6,2,0,19,20,102,8,0,84,0,18,101,36,15,101,17,606,243,11,16,129,73,3,46
FOXA3,181,15,112,131,153,196,143,43,176,600,17,473,244,152,23,1222,81,132,16,70,283,62,44,40,32
FOXB1,9,2,3,0,48,3,3,7,4,5,4,4,2,0,0,2,10,1,2,26,0,16,1,4,2
FOXB2,0,7,177,1,9,139,24,101,2,0,198,293,70,7,17,19,168,26,1409,632,0,0,0,38,1
FOXC1,2535,148,2844,887,5298,3277,4852,6111,839,3635,923,754,5326,4006,2247,14702,2965,1363,3418,2758,3947,1213,3184,6128,6762
FOXC2,35,19,70,32,123,44,106,69,11,267,35,33,106,92,54,242,48,89,294,54,62,15,77,115,103
FOXD1,63,17,54,0,25,60,5,110,14,8,7,64,9,1,26,51,39,1,0,13,0,13,1,1,7
FOXD2,461,870,580,132,715,441,529,549,206,235,92,115,628,428,267,633,135,219,256,308,622,249,443,708,669
FOXD3,293,63,228,49,76,154,839,71,76,165,13,124,174,320,37,312,8,123,145,271,69,166,169,189,478
FOXD4,313,1167,481,258,67,94,108,64,162,43,127,195,38,216,252,46,233,307,57,246,320,92,134,81,126
FOXD4L1,95,216,182,188,15,32,14,16,38,13,53,115,15,71,85,16,54,89,26,108,82,30,82,22,49
FOXD4L3,172,217,171,114,27,32,22,22,53,13,43,68,6,70,81,23,53,87,17,116,137,33,32,32,51
FOXD4L5,82,95,52,103,23,40,15,5,25,9,22,51,7,28,43,12,47,77,12,60,61,27,28,16,37
FOXE1,24,0,1,2,136,40,75,7,2,1,6,285,139,58,24,52,64,20,21,58,3,0,9,13,79
FOXE3,14,7,7,16,17,4,8,0,10,1,2,12,4,5,10,2,1,7,5,6,19,12,8,5,16
FOXF1,2937,192,4905,838,3947,2231,9128,4134,1320,1545,697,816,4152,3793,1146,16632,2819,1868,2822,2429,6039,89,4993,4716,4658
FOXF2,1371,34,1608,144,1478,534,758,760,283,282,294,187,568,1543,138,880,426,242,453,473,973,41,440,2204,654
FOXG1,4,181,123,1,107,5,1,2,6419,3,2,8,2,0,0,2,1,1,3,2,1,569,5,8,1
FOXH1,157,292,137,354,87,111,20,27,113,43,35,27,155,73,124,25,33,104,50,38,149,381,103,116,125
FOXI1,8,1,37,1,14,11,435,82,0,2,49,39,436,89,3,111,73,196,3,13,8,0,2,13,27
FOXI2,4,8,17,8,13,19,41,11,1,61,1,4,25,6,7,14,11,13,10,3,11,18,15,16,30
FOXI3,2,1,1,0,0,1,5,1,0,2,2,26,1,1,1,2,0,4,0,1,0,0,0,2,0
FOXJ1,1768,836,820,2575,275,601,343,62,2214,189,908,85,250,5006,45,257,40,1305,2757,163,188,2001,73,1947,184
FOXJ2,5848,4930,7412,7349,6605,6211,8680,5956,5299,5245,8290,8026,9634,6354,6867,7817,7193,3717,4917,6840,3433,5267,4645,7329,8248
FOXJ3,12686,17150,15268,19450,16455,15007,14881,15730,19706,16984,19538,16824,16789,15034,18264,17369,18597,16730,17422,19697,20014,16853,12903,18718,20480
FOXK1,7083,13748,9057,11471,15512,5654,5990,11169,19732,4898,5606,11203,8871,6510,9101,9823,8472,7062,4675,7882,7435,9371,10857,13998,14299
FOXK2,10239,7678,9434,11717,7687,10852,10162,11063,11898,10562,8439,13903,11106,8933,8694,12403,12496,10327,13050,8441,8612,10953,8293,9919,9343
FOXL1,207,28,180,59,197,123,207,196,44,226,94,130,83,354,109,188,127,202,158,175,190,5,137,268,207
FOXL2,7,89,1400,11,50,100,929,450,41,190,42,231,203,357,0,325,374,28,17,8,205,11,2,56,447
FOXM1,3282,4699,1551,5024,3766,2494,1128,1230,3567,1183,1366,3258,4534,2605,1094,799,949,1468,1249,994,1818,3321,1332,1396,1388
FOXN1,207,123,49,6,3306,331,266,90,358,715,57,17,461,869,174,197,55,55,26,52,85,77,152,179,145
FOXN2,2618,1808,3061,5632,4735,5906,4530,5198,4201,3130,7574,4098,4313,5360,4695,3612,3861,3392,3805,4231,2488,3324,2321,3265,6070
FOXN3,10972,6096,16166,6843,16012,16551,25432,29962,15601,21455,15202,6775,19727,11167,18377,29609,18139,11054,11041,19471,8935,13410,11446,17709,16054
FOXN4,1189,833,294,85,96,186,43,34,318,4,241,12,144,252,60,26,107,323,199,65,1691,368,484,177,110
FOXO1,2952,2750,3693,1460,4195,4682,7364,5446,1694,3646,2756,3675,6395,3613,4964,8123,5127,4314,4458,3800,2393,1324,2511,5121,6000
FOXO3,19151,31931,25955,15319,18124,32940,39449,32051,9517,14701,45701,37969,34652,16627,29854,28145,35547,29540,54957,38630,10413,17970,10403,18074,33537
FOXO4,4553,2894,4893,2524,5866,7239,8889,8690,3869,11305,6214,2657,7977,7445,5266,9871,4826,3720,3003,4041,6978,5668,3206,8010,5492
FOXP1,17073,13284,20306,26479,18974,31494,17408,21240,23482,37623,30629,35478,26048,17144,29640,24094,23657,24877,39011,21370,24423,15008,23593,20210,20893
FOXP2,664,108,1289,229,408,361,1502,484,2311,305,354,48,1046,442,2028,1565,662,486,553,2050,605,201,2793,900,678
FOXP3,830,142,703,217,541,879,299,662,259,351,969,189,454,534,216,422,404,464,563,304,801,159,459,418,374
FOXP4,17364,8549,16828,17511,17065,22044,29299,20790,14375,22107,23951,18102,26879,19268,13482,25569,18896,19231,23759,16189,13059,11348,19738,18474,11102
FOXQ1,869,51,500,294,1871,637,1384,214,35,881,779,277,2047,382,182,657,434,160,791,1245,407,390,210,1192,347
FOXR1,24,1,10,51,23,5,0,1,1,0,0,3,4,3,10,1,5,5,2,8,14,20,5,10,6
FOXR2,1,0,2,0,0,4,1,0,0,0,1,5,0,2,0,0,0,5,0,1,0,0,2,4,1
FOXS1,1739,230,1783,399,618,679,673,943,211,2109,323,304,494,1021,330,335,282,788,1028,318,1062,354,778,712,896
GABPA,6316,5973,6539,7966,8862,10701,9973,10584,6994,7848,8853,9063,9481,7516,8750,10069,8487,7221,8630,10629,8502,10238,5108,8383,9552
GATA1,32,10,95,13,10,13,41,52,28,12,88,9,35,22,61,36,56,77,11,66,34,39,21,54,32
GATA2,35434,113986,26521,47802,62970,52583,28314,40117,70360,29906,39505,71089,43078,37271,80534,34055,11986,27795,31796,36177,35505,72853,17867,28858,41718
GATA3,1354,9,366,180,5913,881,2897,1883,185,275,914,266,3645,863,484,1987,1281,520,658,1178,945,50,477,1260,1167
GATA4,14,40,68,6,181,57,1,0,51,157,252,9,10,291,444,291,5,117,16,29,119,185,145,44,22
GATA5,401,2,1646,137,279,160,1114,390,100,30,14,21,274,149,30,1027,125,135,274,223,429,42,177,636,224
GATA6,2026,82,1832,848,1673,1245,1922,1258,769,1487,368,574,1497,916,570,1846,811,714,1383,965,700,1934,1454,1165,1139
GATAD2A,11351,12185,11976,13277,10544,12729,12264,11921,15960,13625,16534,11902,14983,13874,9612,14726,14172,10220,14214,9448,9908,15762,10117,11322,13568
GATAD2B,6227,7000,7030,10618,10501,6218,5783,7049,5709,4694,6182,11289,6668,5460,6685,7395,6144,6450,6350,8275,7639,5416,5629,7616,10902
GBX1,4,1,2,3,19,2,1,3,16,4,2,1,2,1,13,0,2,7,5,0,2,0,16,14,9
GBX2,6,1,19,15,3,7,7,2,0,22,2,32,4,5,3,2,0,10,2,10,0,71,1,12,4
GCM1,18,53,18,30,55,21,10,2,163,44,134,15,8,55,26,1,7,20,47,15,12,18,20,29,27
GCM2,3,7,1,10,6,6,4,1,3,2,7,8,2,1,11,1,2,15,2,7,3,0,1,8,8
GFI1,955,144,439,383,1071,1005,205,646,202,284,263,44,388,239,178,480,637,507,181,640,485,123,570,831,422
GFI1B,14,2,60,1,8,15,5,39,1,3,88,7,49,10,11,2,5,28,1,13,20,1,2,10,17
GLI1,984,25,1980,74,1254,445,1921,1095,297,1066,120,249,1028,851,422,1470,539,1010,941,897,1881,225,1674,1039,1386
GLI2,997,58,3034,234,1720,571,2383,1097,358,499,182,147,1191,735,1086,1316,749,898,657,1127,1322,490,1028,1295,1746
GLI3,2271,230,2587,1632,2999,1593,4695,2520,2122,1492,1331,562,4797,1209,1228,3991,2387,1522,1566,3448,2527,1731,1699,4556,3308
GLI4,6188,4141,4255,5829,8918,2553,1765,2172,5245,3939,2581,2315,2739,3417,3714,2207,2699,4441,3105,3068,5458,13446,4382,5997,3519
GLIS1,1111,4,2062,121,798,469,1843,708,195,70,130,116,874,670,174,1287,633,698,255,555,557,29,374,715,1009
GLIS2,2665,570,4110,1062,4318,2491,7100,4537,1060,3582,1217,984,4810,3174,1090,5029,3676,1923,3558,1494,2066,1358,2300,2641,4122
GLIS3,1222,134,1107,762,2284,715,3080,2467,2263,899,874,261,2071,1280,493,2353,1798,458,1027,968,750,264,382,1343,3547
GLYR1,10400,12352,12030,16598,15011,17796,19435,15156,15543,9786,33713,18734,19795,14750,18130,22312,20087,14899,16190,17790,11106,12997,10661,14135,16762
GMEB1,4040,2861,4269,3301,4093,3062,3099,3168,3318,2977,3087,5725,3253,3001,2631,3040,3525,3989,3302,2974,3529,3496,2354,3560,2810
GMEB2,5055,6198,5566,6960,4384,4692,4755,4904,5835,6423,4970,7777,5461,4887,6185,5997,5417,6529,7046,5126,6613,5806,7455,6628,6204
GPBP1,23883,22980,23605,24136,20822,23529,23819,24482,31172,25842,23090,26955,19081,16502,23237,25104,26204,24363,36420,23756,15504,15201,21309,14895,22337
GPBP1L1,24485,25543,22091,31321,26791,32855,28283,32266,27137,25720,25998,33292,26104,25350,22920,30944,25349,24781,33920,27097,25152,25125,20886,30054,27088
GRHL1,4327,3553,2624,1727,14219,6411,4865,3365,5975,1443,4237,2273,8195,4199,5688,5307,10094,6344,5388,9329,6678,2637,8004,5121,6755
GRHL2,26382,72153,48960,22977,41985,45160,25578,19080,39648,21512,84944,32280,33984,32124,31953,38643,56870,46963,43533,23386,46402,60825,35976,32337,63536
GRHL3,491,38,305,559,223,612,689,620,164,1087,2125,196,2101,192,681,705,2831,353,1116,270,510,360,290,724,735
GSC,701,0,650,39,136,314,404,275,213,492,692,510,420,270,207,438,587,295,304,338,270,202,283,721,209
GSC2,1,0,1,0,2,2,0,0,1,4,0,2,1,1,1,1,0,0,1,0,0,0,0,0,2
GSX1,0,0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,2,0
GSX2,0,0,1,0,0,2,0,0,0,3,0,6,1,1,1,0,0,3,0,5,0,1,0,5,2
GTF2B,5615,4898,4842,5125,5345,5579,6227,6405,6326,17058,5963,4965,5704,3421,4108,7778,7592,5744,7474,3678,5616,4501,5960,4732,4457
GTF2IRD1,10944,7727,4822,8485,6861,6578,7124,6566,8671,7555,6943,10893,7067,6738,7037,6407,5341,5848,9224,7466,3462,5267,5327,5553,6207
GTF2IRD2,14951,5687,8319,12262,10013,4738,5847,5289,7940,5300,4274,6537,7071,5463,8014,7080,6955,11972,5512,6853,12968,2549,15658,6881,8404
GTF3A,25041,22875,17068,22494,17673,32538,17146,21150,27875,39209,25502,23516,15967,25777,15166,14557,11712,14838,14487,11281,13814,15045,17572,9610,17578
GZF1,3733,2946,4662,5583,4859,4453,5266,4297,4792,3696,4653,5911,4436,3536,4109,5964,4967,4424,3776,4271,4394,3323,3986,5443,4857
HAND1,0,0,0,0,0,4,7,1,0,2,1,3,1,17,2,1,1,4,96,1,0,0,0,2,2
HAND2,59,0,138,24,58,62,113,60,0,87,5,4,90,42,47,161,13,20,190,34,34,1,70,87,160
HBP1,8099,9795,9513,9889,22180,17919,18936,20102,13566,9556,16254,12090,17685,13046,14542,16864,15215,10432,16767,16272,8558,11903,8998,14482,15032
HDX,592,23,968,595,1010,1034,1418,789,289,799,1150,1357,902,632,818,1073,2291,815,1042,1371,726,518,527,388,919
HELT,2,0,66,1,0,0,11,0,0,4,1,3,19,5,1,0,0,3,1,2,1,2,9,14,244
HES1,16767,7470,5724,18822,31582,5230,37932,12049,10585,14854,14409,13167,22256,18750,6632,19926,12635,3635,26938,27366,8815,4190,12208,22987,32675
HES2,1482,1527,1273,1447,7506,1676,1395,2080,371,981,111,2683,1851,1222,1121,1053,1633,940,455,522,1848,198,628,936,953
HES3,1,0,1,0,0,0,0,0,0,2,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0
HES4,8548,7903,11871,9091,7956,908,9296,7026,5462,25787,14887,6723,7452,4509,4123,5650,9998,5934,21872,11143,8438,1200,8512,6316,7978
HES5,95,8,181,6,83,25,19,39,23,145,14,8,53,40,35,30,8,13,16,10,66,32,117,63,171
HES6,1177,3616,1424,2067,4092,4708,787,1330,3593,1148,6367,1467,1206,1230,603,1568,1083,1662,3216,575,1092,15798,1150,3376,1314
HES7,62,3,71,114,58,7,9,9,8,43,3,4,6,3,21,11,9,26,19,10,43,8,25,25,26
HESX1,436,303,230,568,485,652,155,169,315,259,193,220,204,281,253,255,222,282,138,241,620,182,269,261,483
HEY1,939,730,1030,572,615,565,810,975,474,1516,1156,2289,682,870,544,767,539,845,1213,1029,774,333,567,983,1598
HEY2,2149,5988,3267,4231,455,658,302,451,3165,2860,2884,532,663,5293,1989,328,224,862,380,615,673,938,1084,759,1788
HEYL,7104,1335,14200,1035,6248,4006,9405,7706,1974,6304,2409,1596,6172,7954,2458,12798,3214,7049,9146,3747,6817,1218,6799,9890,9863
HHEX,1090,166,857,526,1022,1294,1041,1873,360,1391,964,261,2161,1048,718,1485,568,595,1070,855,613,175,416,884,1395
HIC1,2486,493,5293,785,3714,1758,5707,3839,820,3315,1256,408,4006,3117,836,5781,3035,1755,2978,1329,2851,519,3274,4259,4594
HIC2,1449,1882,1730,2147,2321,988,909,1040,988,1025,961,1092,1625,1240,1578,1615,1416,1470,1093,1240,959,1711,1743,2208,1841
HIF1A,25010,24436,24653,46050,32775,42136,43846,41300,29018,27249,26126,37348,34458,16194,24763,41830,96336,21360,36781,33410,17296,16374,12773,22932,33773
HIF3A,715,17,3693,577,291,363,2051,257,179,176,25,73,1035,434,275,1233,227,760,358,480,715,45,1168,1381,923
HINFP,6925,5758,5792,7402,6215,5377,4926,4599,6036,6531,7689,7236,4691,5343,5894,4738,5180,5951,6065,6452,6088,5276,5357,5347,6198
HIVEP1,6402,5462,5877,12734,6987,10071,12574,7094,4479,6463,17121,12816,12570,11618,8901,8675,19172,15521,29039,33751,11093,5474,6220,13015,13558
HIVEP2,5255,4934,6627,4397,11808,6405,13457,10053,8693,5260,9013,4696,10212,5249,9423,11431,21433,7981,9382,8422,7190,6993,8955,6587,11808
HIVEP3,1766,935,1496,1428,4359,3335,3656,3617,1381,2136,5210,4132,3557,1280,2172,3959,18859,3015,2205,3261,2944,301,2600,4707,2648
HLF,2724,234,6052,918,3834,2919,6952,3112,577,5217,302,2134,3825,2964,975,5220,1209,1685,1939,1949,1941,195,2508,3636,4860
HLX,2447,1047,2186,1785,1327,1728,684,1243,1538,3951,1028,1061,1286,2260,1173,1219,924,1803,1602,856,2272,2363,1944,1670,2332
HMBOX1,3038,3493,2340,2546,4202,2360,1948,2049,1632,3411,1625,2417,2523,3124,4393,2470,3784,2857,1962,5034,3987,2242,2816,3422,4931
HMG20A,6121,5260,6864,5455,7814,4851,7736,5931,5438,5068,3537,5906,6642,4481,5670,7062,6356,6143,3491,6844,6078,3983,3639,5919,7845
HMG20B,47860,74838,29512,73434,34280,55313,40579,40841,92313,164349,61972,44913,49682,87149,61495,57549,48325,75623,64765,48057,64488,72648,60238,47613,74231
HMGA1,13992,70534,16589,8958,10499,12430,8797,9573,18215,12263,8664,8100,10892,12386,6500,10647,9303,5625,11819,4385,3724,17691,5676,6136,8136
HMGA2,74,68,77,143,75,61,30,28,52,84,36,37,41,32,76,36,80,112,32,92,83,83,66,128,94
HMGN3,12241,6776,12323,7587,10135,10010,13289,8708,5169,16804,10330,7662,8385,5952,7473,11239,7010,9784,14382,13672,6564,4022,6823,5286,9256
HMX1,1006,1,860,1,10,7,1,1,0,2,2,7,3,1,0,0,0,4,1,3,18,4,25,6,24
HMX2,2,1,1,0,0,1,6,2,0,6,1,7,11,1,0,4,4,8,1,3,0,0,0,2,0
HMX3,0,1,0,0,0,2,7,0,0,0,4,0,6,0,1,11,10,6,4,0,0,0,0,12,3
HNF1A,184,323,198,170,2808,261,126,160,183,384,113,995,165,4247,128,385,97,258,114,120,345,4421,1296,230,214
HNF4A,5,2,5,1,0,9,3,1,1,12,3,13,4,5,2,2,0,20,1,5,0,0,0,12,4
HNF4G,1728,724,242,431,5681,1185,371,979,1495,1422,47,141,652,1782,539,1486,984,919,189,405,684,5459,898,1424,1695
HOMEZ,6020,4463,4520,4892,3051,4329,3728,3438,5236,6674,5841,4747,5473,5645,4022,5030,3818,3626,7200,3677,3321,3174,3357,4416,4397
HOXA1,253,397,74,453,248,201,118,92,225,256,393,38,288,38,261,209,94,141,24,204,47,66,72,205,227
HOXA11,3327,179,4439,4055,4145,4523,3394,3117,1251,2792,5991,949,3252,3524,2353,3299,1800,2029,3664,2840,3403,4045,3266,2853,4179
HOXA13,6726,2140,10556,19541,11571,11741,9904,5601,2140,5053,12310,2601,16293,8700,10460,12738,9057,9610,15960,6747,11755,12213,7193,10413,11046
HOXA2,307,246,132,422,319,69,96,37,60,98,68,40,190,75,157,181,158,287,39,205,186,420,83,284,233
HOXA3,1052,1756,748,2232,2486,852,866,368,257,703,1168,565,1615,579,1197,1905,1463,2292,495,1242,441,4336,349,1922,1596
HOXA4,135,58,162,281,303,296,113,61,233,500,52,176,229,78,295,180,96,206,30,145,64,606,66,157,221
HOXA5,1357,50,529,2722,1019,327,963,393,65,904,1361,911,2050,740,1659,3262,888,2702,392,1426,528,3159,408,1653,1528
HOXA6,154,5,80,518,266,73,248,99,10,96,357,172,610,118,515,1021,376,632,52,458,95,682,88,477,487
HOXA7,90,30,115,60,121,110,267,175,19,63,345,29,268,135,56,385,51,107,96,42,56,17,43,121,152
HOXB1,1,0,5,0,2,4,2,1,0,8,0,6,3,0,0,1,0,3,0,0,1,1,4,3,2
HOXB13,87736,65489,64066,80026,62180,112571,90120,107159,50542,124945,103728,162708,80858,101905,85834,81594,42629,69087,112948,46848,56417,60233,76806,64366,80952
HOXB2,1494,81,1521,451,1867,835,2648,1661,426,1102,671,186,2603,1261,670,2219,1612,888,1256,1414,1828,129,1342,1512,2257
HOXB3,1626,105,1195,709,1902,1270,1799,940,152,630,1245,127,3199,681,2979,2842,3103,1020,891,1944,1345,772,1496,4176,2405
HOXB4,207,14,216,54,233,845,246,205,28,340,94,11,351,192,705,335,581,276,242,132,147,31,190,243,254
HOXB5,65,16,94,53,42,37,637,23,1,71,328,12,855,36,65,14,23,71,30,154,34,328,283,58,118
HOXB6,426,93,181,99,109,73,1168,81,28,281,637,39,1649,70,190,80,94,178,97,308,56,575,480,120,192
HOXB7,1043,443,212,102,314,277,1010,277,60,975,2994,101,934,309,176,376,81,164,274,477,126,433,244,162,379
HOXB8,103,30,33,19,47,45,154,45,12,141,22,15,50,25,28,24,12,46,34,16,1,104,32,27,53
HOXB9,878,56,327,27,237,71,660,462,170,429,354,26,880,41,160,104,242,122,70,151,11,686,87,191,189
HOXC10,131,1,59,2,19,16,28,11,9,193,22,9,20,37,8,84,2,28,158,9,27,38,41,36,96
HOXC11,9,3,47,1,20,6,14,6,13,65,2,1,20,4,1,658,124,592,8,6,15,107,82,88,82
HOXC12,246,1,4,0,0,1,2,3,0,3,0,0,2,0,0,31,1,13,1,1,0,24,1,0,45
HOXC13,718,0,60,1,12,22,8,3,2,20,12,5,6,0,0,110,0,88,4,2,0,158,2,48,147
HOXC8,33,2,13,5,4,11,94,10,19,72,1,8,37,39,21,54,12,19,127,25,6,43,17,78,73
HOXC9,377,53,28,4,42,22,98,49,55,98,14,19,26,14,184,546,98,47,92,146,9,627,15,245,254
HOXD1,181,45,20,14,39,46,144,55,503,221,824,557,113,114,39,45,27,190,767,45,6,5,165,108,130
HOXD10,1801,227,542,348,1900,385,2049,1099,310,443,379,299,1707,642,540,2149,1328,705,517,1590,673,15,346,1551,1067
HOXD11,241,1,98,11,468,55,683,130,4,22,67,29,584,119,113,653,304,120,106,457,115,0,38,386,192
HOXD12,12,0,13,0,11,12,219,3,16,9,3,8,38,49,7,48,9,19,2,29,6,1,2,60,17
HOXD13,619,0,612,45,881,251,3839,530,61,26,310,476,1416,797,138,2110,503,431,397,738,326,0,161,1092,362
HOXD3,1071,1571,367,371,717,158,425,223,382,357,237,378,360,365,436,265,785,847,297,442,1484,109,2016,2345,1675
HOXD4,107,185,44,60,96,11,47,44,39,52,16,41,43,40,65,63,127,160,27,90,330,15,420,324,210
HOXD8,2823,1315,351,338,778,584,2906,1196,934,2528,768,1785,1082,1216,803,1162,871,1658,1565,708,1280,122,553,2577,1597
HOXD9,5182,1081,2162,1758,2080,903,2465,2281,891,1778,1321,666,1913,1170,632,1641,1859,1099,1029,1291,1639,104,1972,1970,2234
HSF1,16576,18640,16780,14603,20094,17868,18995,19862,35710,20316,27236,28447,19617,19087,12450,16350,14193,14967,25325,13341,14045,55810,15912,21847,12826
HSF2,4056,5377,3835,4229,2951,3853,3748,3474,2038,3456,3382,4739,2772,1883,3183,4181,3061,2872,3562,4254,3604,1769,2231,2206,3822
HSF5,12,12,19,11,27,28,20,17,4,18,8,16,9,6,13,23,107,33,4,21,10,23,7,34,29
IKZF1,1889,31,1578,277,2622,2587,1279,4412,594,1256,2026,148,2091,1655,670,2204,2641,1356,1104,1104,1446,547,1247,2159,1030
IKZF2,4502,6254,2288,3666,6515,3687,6389,4700,5877,3146,6184,4048,5971,2636,10240,4559,5385,2904,4019,12668,2460,3381,2250,4545,5844
IKZF3,86,40,68,31,237,280,153,434,204,68,164,37,339,143,53,249,431,129,106,190,51,52,17,281,88
IKZF4,1594,1363,2875,3676,2630,1900,2651,2440,2236,1496,2835,2148,2880,1897,3004,3712,2989,2831,1619,3588,3819,4593,2583,3328,3116
IKZF5,7739,4951,5148,8091,7399,9807,4568,8178,5992,5695,8023,4141,6208,5901,8430,7439,13335,7445,4606,8989,7120,7835,4021,7924,7312
INSM1,647,33,227,91,1620,106,2442,3975,58,1638,53,4375,1241,280,2673,140,536,1248,82,2742,26,7,1572,54,3188
INSM2,70,10,7,3,411,384,24,4,4,0,0,8,7,28,6,1,1,12,236,14,5,13,14,20,13
IRF1,9105,560,7774,6747,21875,12735,13584,12913,8813,11614,14799,2134,18401,8800,2502,19652,36913,16481,34785,7920,6292,2359,13951,18752,6466
IRF2,6944,5298,6197,4007,7120,9993,9833,8364,6303,8112,10279,3117,9075,6475,6183,9083,8257,4992,9642,7713,7296,6181,4928,6299,7355
IRF3,21521,9711,16507,17082,15435,13351,11881,10913,14110,13102,13241,7574,10437,8422,16020,13435,13984,15280,9402,17104,18508,14541,16865,19197,14698
IRF4,1542,14,405,90,1201,502,189,552,211,383,179,23,269,291,79,489,737,214,202,163,445,187,269,538,185
IRF5,4181,1804,3479,704,3364,2200,1454,1872,1828,1144,1419,780,2536,2580,1422,1598,1789,1309,1146,1836,3346,2918,2427,2117,1767
IRF6,20709,18932,11132,10189,17128,44554,45536,37246,27688,28314,35965,17552,28258,20871,23590,25262,23012,16115,47932,20131,22211,18360,7256,18336,29557
IRF7,12215,1766,14462,7556,9497,10608,5387,7730,3977,9004,12127,6219,7757,5039,6888,6645,11776,9994,13360,7126,21281,3919,7440,5812,3529
IRF8,2332,64,2608,396,4925,2809,3485,5022,1007,1689,2117,804,4041,1722,1011,4154,4314,1657,1939,1569,1761,1204,1575,3135,1763
IRF9,3016,295,4593,2146,3122,1441,1019,1723,1586,1411,941,388,2029,974,4478,2096,5793,4329,965,3551,7148,1341,1941,1901,2134
IRX1,4,5,2,2,396,17,2,27,1,69,1,7,14,4,7,25,0,4,70,11,0,5,12,55,34
IRX2,4317,3621,3655,7388,2914,3841,3393,2791,787,9102,3495,3804,3437,6665,5638,4245,3470,9677,12391,2584,3731,3087,6907,4161,3856
IRX3,5965,9293,3040,5707,5688,6796,6616,6073,8973,2645,3585,6916,5645,5428,4253,8098,5095,4423,1734,7859,3265,4181,2996,1992,4942
IRX4,5207,7712,5891,1602,4763,2218,4675,6338,18,5406,5671,7016,924,3997,3471,1303,5111,4855,8319,13270,6034,2786,13656,5398,6671
IRX5,1934,824,297,1664,1227,1163,990,1418,679,736,1197,678,1374,1054,1277,1675,1514,2388,827,1473,1619,1575,1983,963,862
IRX6,119,0,71,5,1,27,2,4,2,45,4,20,12,23,2,6,0,19,5,5,1,8,28,45,42
ISL1,2517,16,4000,427,3017,1219,2787,2674,466,168,351,393,1978,1668,982,3080,1008,1025,1035,1416,3127,99,2005,2656,3181
ISL2,181,63,60,6,333,112,197,98,27,67,18,19,279,76,27,74,90,28,61,103,66,11,81,80,112
ISX,501,1600,312,11587,2179,4353,175,3914,1424,678,871,1719,397,990,283,213,184,259,262,387,271,435,336,339,4885
